outletCode,latitude,longitude,outletType,outletCategory
customer_id_2759,29.98349953,31.28409958,type_5,category_2
customer_id_186,30.12899971,31.24729919,type_5,category_2
customer_id_2443,29.90530014,31.30719948,type_5,category_2
customer_id_188,30.13279915,31.24449921,type_5,category_2
customer_id_965,29.29870033,31.22579956,type_5,category_2
customer_id_964,30.15880013,31.35050011,type_5,category_2
customer_id_963,29.31500053,31.23060036,type_5,category_2
customer_id_969,30.09339905,31.2845993,type_5,category_2
customer_id_832,30.13479996,31.34770012,type_5,category_2
customer_id_165,30.19739914,31.15749931,type_5,category_2
customer_id_154,30.2303009,31.26280022,type_5,category_2
customer_id_141,30.1651001,31.28440094,type_5,category_2
customer_id_139,30.16449928,31.34359932,type_5,category_2
customer_id_138,30.15399933,31.24090004,type_5,category_2
customer_id_137,30.18190002,31.22430038,type_5,category_2
customer_id_136,30.17580032,31.27549934,type_5,category_2
customer_id_149,30.18040085,31.24609947,type_5,category_2
customer_id_135,30.18029976,31.2317009,type_5,category_2
customer_id_133,30.15430069,31.23679924,type_5,category_2
customer_id_132,30.15439987,31.24110031,type_5,category_2
customer_id_131,30.15839958,31.23600006,type_5,category_2
customer_id_2745,30.12759972,31.30150032,type_5,category_2
customer_id_130,30.17219925,31.24430084,type_5,category_2
customer_id_129,30.15950012,31.35230064,type_5,category_2
customer_id_128,30.17740059,31.26119995,type_5,category_2
customer_id_127,30.1772995,31.26309967,type_5,category_2
customer_id_142,30.22069931,31.29179955,type_5,category_2
customer_id_144,30.1590004,31.24189949,type_5,category_2
customer_id_145,30.15399933,31.22200012,type_5,category_2
customer_id_146,30.1583004,31.19739914,type_5,category_2
customer_id_2748,30.03750038,31.33609962,type_5,category_2
customer_id_220,30.01379967,31.17580032,type_5,category_2
customer_id_218,30.02169991,31.16769981,type_5,category_2
customer_id_217,30.0135994,31.13929939,type_5,category_2
customer_id_216,30.01519966,31.20210075,type_5,category_2
customer_id_215,30.0170002,31.19610023,type_5,category_2
customer_id_214,30.03809929,31.18079948,type_5,category_2
customer_id_229,30.00259972,31.15270042,type_5,category_2
customer_id_2747,30.15530014,31.40139961,type_5,category_2
customer_id_2746,30.07229996,31.2534008,type_5,category_2
customer_id_227,30.01189995,31.13229942,type_5,category_2
customer_id_180,30.20829964,31.14360046,type_5,category_2
customer_id_179,30.20730019,31.22060013,type_5,category_2
customer_id_182,30.14949989,31.20700073,type_5,category_2
customer_id_148,30.13190079,31.27519989,type_5,category_2
customer_id_147,30.16620064,31.2098999,type_5,category_2
customer_id_226,30.01880074,31.1432991,type_5,category_2
customer_id_153,30.21290016,31.31520081,type_5,category_2
customer_id_126,30.17779922,31.25650024,type_5,category_2
customer_id_124,30.18779945,31.35129929,type_5,category_2
customer_id_239,30.00839996,31.17000008,type_5,category_2
customer_id_166,30.24220085,31.20669937,type_5,category_2
customer_id_164,30.11660004,31.25639915,type_5,category_2
customer_id_2737,30.08650017,31.27219963,type_5,category_2
customer_id_242,30.02459908,31.1984005,type_5,category_2
customer_id_163,30.13120079,31.26160049,type_5,category_2
customer_id_162,30.12669945,31.26040077,type_5,category_2
customer_id_161,30.21419907,31.20439911,type_5,category_2
customer_id_160,30.12849998,31.27630043,type_5,category_2
customer_id_159,30.22800064,31.19039917,type_5,category_2
customer_id_243,30.03989983,31.18199921,type_5,category_2
customer_id_158,30.17539978,31.21579933,type_5,category_2
customer_id_244,30.04050064,31.1807003,type_5,category_2
customer_id_156,30.17480087,31.21929932,type_5,category_2
customer_id_155,30.23349953,31.26860046,type_5,category_2
customer_id_167,30.17429924,31.21069908,type_5,category_2
customer_id_168,30.24220085,31.21039963,type_5,category_2
customer_id_169,30.20949936,31.14480019,type_5,category_2
customer_id_170,30.24889946,31.20730019,type_5,category_2
customer_id_123,30.1651001,31.34110069,type_5,category_2
customer_id_2742,30.09790039,31.27689934,type_5,category_2
customer_id_134,30.17090034,31.34429932,type_5,category_2
customer_id_235,30.07830048,31.11510086,type_5,category_2
customer_id_517,30.25659943,31.1298008,type_5,category_2
customer_id_150,30.14439964,31.2105999,type_5,category_2
customer_id_152,30.15950012,31.19689941,type_5,category_2
customer_id_125,30.18000031,31.23590088,type_5,category_2
customer_id_178,30.10969925,31.24720001,type_5,category_2
customer_id_176,30.25760078,31.16880035,type_5,category_2
customer_id_175,30.12330055,31.24119949,type_5,category_2
customer_id_174,30.12059975,31.24060059,type_5,category_2
customer_id_236,30.01910019,31.19280052,type_5,category_2
customer_id_173,30.13120079,31.2465992,type_5,category_2
customer_id_2739,30.1093998,31.2840004,type_5,category_2
customer_id_171,30.24279976,31.20569992,type_5,category_2
customer_id_177,30.18239975,31.15620041,type_5,category_2
customer_id_1078,30.0189991,31.23509979,type_5,category_2
customer_id_2757,30.13089943,31.36370087,type_5,category_2
customer_id_827,29.85479927,31.32180023,type_5,category_2
customer_id_1139,29.57410049,31.30509949,type_5,category_2
customer_id_1138,29.98670006,31.28289986,type_5,category_2
customer_id_1136,30.10350037,31.26409912,type_5,category_2
customer_id_1135,30.09460068,31.25399971,type_5,category_2
customer_id_2364,30.13610077,31.32150078,type_5,category_2
customer_id_208,30.13019943,31.2663002,type_5,category_2
customer_id_2365,30.11440086,31.29829979,type_5,category_2
customer_id_122,30.16460037,31.34350014,type_5,category_2
customer_id_2367,29.73870087,31.29560089,type_5,category_2
customer_id_1150,29.53580093,31.28440094,type_5,category_2
customer_id_2522,29.90570068,31.29680061,type_5,category_2
customer_id_2390,30.06459999,31.37660027,type_5,category_2
customer_id_2392,30.16500092,31.38879967,type_5,category_2
customer_id_121,30.25169945,31.36100006,type_5,category_2
customer_id_2411,29.90710068,31.28790092,type_5,category_2
customer_id_207,30.13010025,31.2663002,type_5,category_2
customer_id_2362,29.89550018,31.29190063,type_5,category_2
customer_id_1145,30.00709915,31.32920074,type_5,category_2
customer_id_2361,29.96450043,31.31049919,type_5,category_2
customer_id_2342,30.15270042,31.35460091,type_5,category_2
customer_id_204,30.12989998,31.24710083,type_5,category_2
customer_id_205,30.13689995,31.24029922,type_5,category_2
customer_id_2345,30.13489914,31.32839966,type_5,category_2
customer_id_2347,30.07349968,31.23749924,type_5,category_2
customer_id_2349,30.01230049,31.33429909,type_5,category_2
customer_id_1170,30.13430023,31.31259918,type_5,category_2
customer_id_1036,29.78730011,31.29879951,type_5,category_2
customer_id_206,30.12470055,31.2553997,type_5,category_2
customer_id_1159,30.09740067,31.2670002,type_5,category_2
customer_id_1158,30.08569908,31.29030037,type_5,category_2
customer_id_1487,30.09550095,31.20210075,type_6,category_2
customer_id_1155,30.04409981,31.35630035,type_5,category_2
customer_id_1095,29.98649979,31.28800011,type_5,category_2
customer_id_1151,30.04980087,31.23670006,type_5,category_2
customer_id_1149,30.10250092,31.30610085,type_5,category_2
customer_id_2355,29.63150024,31.30179977,type_5,category_2
customer_id_2368,30.11440086,31.29829979,type_5,category_2
customer_id_2069,30.04870033,31.31290054,type_5,category_2
customer_id_2416,30.05019951,31.3906002,type_5,category_2
customer_id_2768,30.06909943,31.3810997,type_5,category_2
customer_id_2425,30.08919907,31.27319908,type_5,category_2
customer_id_2427,29.98469925,31.24290085,type_5,category_2
customer_id_1001,30.04229927,31.36809921,type_5,category_2
customer_id_1000,29.97220039,31.25629997,type_5,category_2
customer_id_1038,30.16839981,31.41130066,type_5,category_2
customer_id_1040,30.12579918,31.31769943,type_5,category_2
customer_id_2410,29.90309906,31.29990005,type_5,category_2
customer_id_1042,30.04299927,31.37409973,type_5,category_2
customer_id_38,30.16419983,31.3416996,type_5,category_2
customer_id_39,30.14150047,31.26409912,type_5,category_2
customer_id_1085,30.02820015,31.25130081,type_5,category_2
customer_id_1084,30.04850006,31.31529999,type_5,category_2
customer_id_1083,30.04520035,31.32600021,type_5,category_2
customer_id_223,30.01169968,31.19070053,type_5,category_2
customer_id_36,30.1928997,31.35199928,type_5,category_2
customer_id_35,30.14119911,31.27339935,type_5,category_2
customer_id_1009,30.12579918,31.32729912,type_5,category_2
customer_id_2424,29.94519997,31.27899933,type_5,category_2
customer_id_120,30.17259979,31.20859909,type_5,category_2
customer_id_2417,30.13500023,31.3743,type_5,category_2
customer_id_1029,29.8397007,31.34420013,type_5,category_2
customer_id_2419,30.11969948,31.29739952,type_5,category_2
customer_id_2421,29.89850044,31.2947998,type_5,category_2
customer_id_2422,29.9151001,31.28919983,type_5,category_2
customer_id_1022,29.49760056,31.26689911,type_5,category_2
customer_id_2415,30.11969948,31.29730034,type_5,category_2
customer_id_44,30.17449951,31.44739914,type_5,category_2
customer_id_1019,29.49799919,31.26709938,type_5,category_2
customer_id_2770,30.1079998,31.29319954,type_5,category_2
customer_id_1018,29.31669998,31.2317009,type_5,category_2
customer_id_2769,30.12409973,31.33099937,type_5,category_2
customer_id_1017,29.9878006,31.28680038,type_5,category_2
customer_id_1016,29.98629951,31.27799988,type_5,category_2
customer_id_1011,30.12540054,31.31579971,type_5,category_2
customer_id_2423,29.90189934,31.28829956,type_5,category_2
customer_id_830,30.01269913,31.2371006,type_5,category_2
customer_id_1128,30.11249924,31.6345005,type_5,category_2
customer_id_1126,30.13330078,31.31270027,type_5,category_2
customer_id_195,30.20619965,31.12870026,type_5,category_2
customer_id_2471,30.00690079,31.33729935,type_5,category_2
customer_id_196,30.14949989,31.19639969,type_5,category_2
customer_id_2475,30.09079933,31.28249931,type_5,category_2
customer_id_903,30.09140015,31.27429962,type_5,category_2
customer_id_2479,30.10700035,31.25909996,type_5,category_2
customer_id_197,30.19449997,31.16060066,type_5,category_2
customer_id_2481,30.17079926,31.43370056,type_5,category_2
customer_id_198,30.13120079,31.26160049,type_5,category_2
customer_id_2482,30.50099945,31.21710014,type_5,category_2
customer_id_2431,29.83670044,31.35680008,type_5,category_2
customer_id_2484,30.23460007,31.33289909,type_5,category_2
customer_id_895,30.02510071,31.23819923,type_5,category_2
customer_id_200,30.17910004,31.17480087,type_5,category_2
customer_id_2488,30.4531002,31.18099976,type_5,category_2
customer_id_907,30.09819984,31.28910065,type_5,category_2
customer_id_909,30.04700089,31.36170006,type_5,category_2
customer_id_912,30.15780067,31.35549927,type_5,category_2
customer_id_2467,30.37549973,31.16399956,type_5,category_2
customer_id_191,30.17980003,31.24860001,type_5,category_2
customer_id_2756,30.02739906,31.25189972,type_5,category_2
customer_id_824,30.1548996,31.35499954,type_5,category_2
customer_id_822,30.10269928,31.25239944,type_5,category_2
customer_id_2754,30.07929993,31.30439949,type_5,category_2
customer_id_818,30.1257,31.31780052,type_5,category_2
customer_id_817,29.8423996,31.31609917,type_5,category_2
customer_id_888,29.96389961,31.2493,type_5,category_2
customer_id_520,30.47380066,31.16869926,type_5,category_2
customer_id_814,29.85989952,31.31229973,type_5,category_2
customer_id_2499,30.29879951,31.14049911,type_5,category_2
customer_id_868,30.02680016,31.22579956,type_5,category_2
customer_id_2497,30.44890022,31.17480087,type_5,category_2
customer_id_194,30.19799995,31.1378994,type_5,category_2
customer_id_872,30.0781002,31.27059937,type_5,category_2
customer_id_916,30.1012001,31.29899979,type_5,category_2
customer_id_815,29.89459991,31.29220009,type_5,category_2
customer_id_2371,30.13479996,31.35490036,type_5,category_2
customer_id_885,29.96479988,31.30739975,type_5,category_2
customer_id_881,29.98250008,31.24029922,type_5,category_2
customer_id_203,30.12249947,31.25939941,type_5,category_2
customer_id_2380,29.97649956,31.27249908,type_5,category_2
customer_id_2381,30.07410049,31.36639977,type_5,category_2
customer_id_2382,29.83359909,31.35009956,type_5,category_2
customer_id_1109,30.17020035,31.38220024,type_5,category_2
customer_id_1108,30.11779976,31.32099915,type_5,category_2
customer_id_1107,30.09939957,31.29000092,type_5,category_2
customer_id_1106,30.08289909,31.28899956,type_5,category_2
customer_id_2383,29.83769989,31.33530045,type_5,category_2
customer_id_1103,30.08600044,31.27429962,type_5,category_2
customer_id_2387,30.06599998,31.26070023,type_5,category_2
customer_id_2388,29.81200027,31.30139923,type_5,category_2
customer_id_1098,30.01280022,31.23460007,type_5,category_2
customer_id_1097,30.09609985,31.26280022,type_5,category_2
customer_id_1096,30.08279991,31.34939957,type_5,category_2
customer_id_2378,30.07410049,31.28210068,type_5,category_2
customer_id_1114,30.03370094,31.35650063,type_5,category_2
customer_id_2377,30.13159943,31.3314991,type_5,category_2
customer_id_2376,30.15399933,31.34129906,type_5,category_2
customer_id_877,29.98649979,31.23259926,type_5,category_2
customer_id_876,30.0442009,31.24169922,type_5,category_2
customer_id_875,29.98950005,31.23349953,type_5,category_2
customer_id_2494,30.14299965,31.32819939,type_5,category_2
customer_id_2495,29.91699982,31.28680038,type_5,category_2
customer_id_2485,30.11800003,31.25110054,type_5,category_2
customer_id_201,30.12700081,31.25550079,type_5,category_2
customer_id_884,30.06130028,31.35890007,type_5,category_2
customer_id_996,30.03300095,31.25,type_5,category_2
customer_id_998,29.49609947,31.26650047,type_5,category_2
customer_id_202,30.16230011,31.19409943,type_5,category_2
customer_id_2372,30.13170052,31.33499908,type_5,category_2
customer_id_1123,29.96759987,31.2621994,type_5,category_2
customer_id_1119,30.08329964,31.26959991,type_5,category_2
customer_id_2374,30.03140068,31.25270081,type_5,category_2
customer_id_1117,29.6704998,31.30380058,type_5,category_2
customer_id_997,30.16580009,31.41040039,type_5,category_2
customer_id_2357,30.07760048,31.26869965,type_5,category_2
customer_id_2166,30.01280022,31.32670021,type_1,category_2
customer_id_487,30.10129929,31.08349991,type_6,category_2
customer_id_2094,30.04899979,31.3234005,type_8,category_2
customer_id_2095,29.98730087,31.28560066,type_8,category_2
customer_id_2096,30.03420067,31.24670029,type_8,category_2
customer_id_1993,30.04450035,31.37389946,type_8,category_2
customer_id_1991,30.10169983,31.29070091,type_8,category_2
customer_id_1990,30.11289978,31.28660011,type_8,category_2
customer_id_2092,30.03829956,31.2432003,type_8,category_2
customer_id_1972,30.04459953,31.37030029,type_8,category_2
customer_id_1964,30.17070007,31.38489914,type_8,category_2
customer_id_1958,30.08869934,31.25289917,type_8,category_2
customer_id_1954,30.04490089,31.3253994,type_8,category_2
customer_id_1953,30.04439926,31.32600021,type_8,category_2
customer_id_2110,29.98760033,31.28650093,type_8,category_2
customer_id_1948,30.0821991,31.23450089,type_8,category_2
customer_id_1944,30.10969925,31.28910065,type_8,category_2
customer_id_1967,30.04450035,31.37249947,type_8,category_2
customer_id_2114,30.03030014,31.24830055,type_8,category_2
customer_id_1996,29.98080063,31.28490067,type_8,category_2
customer_id_2091,30.15629959,31.60980034,type_8,category_2
customer_id_1760,30.21980095,31.35580063,type_8,category_2
customer_id_1439,29.99799919,31.14459991,type_8,category_2
customer_id_1431,30.01350021,31.1989994,type_8,category_2
customer_id_2248,30.05780029,31.35849953,type_8,category_2
customer_id_1492,30.03230095,31.18779945,type_8,category_2
customer_id_1488,30.06719971,31.1826992,type_8,category_2
customer_id_1473,30.00760078,31.17720032,type_8,category_2
customer_id_1466,29.94779968,31.2432003,type_8,category_2
customer_id_1461,30.30750084,31.7385006,type_8,category_2
customer_id_1459,30.46829987,31.19309998,type_8,category_2
customer_id_1453,30.44309998,31.15859985,type_8,category_2
customer_id_2249,30.08720016,31.28820038,type_8,category_2
customer_id_2237,30.15049934,31.35300064,type_8,category_2
customer_id_1445,30.11689949,31.25519943,type_8,category_2
customer_id_1444,30.24480057,31.34860039,type_8,category_2
customer_id_1443,30.21780014,31.20919991,type_8,category_2
customer_id_1442,30.15299988,31.20350075,type_8,category_2
customer_id_2245,30.12599945,31.32110023,type_8,category_2
customer_id_2246,30.15110016,31.40360069,type_8,category_2
customer_id_1449,30.44849968,31.18289948,type_8,category_2
customer_id_2089,30.06520081,31.34840012,type_8,category_2
customer_id_2056,30.13279915,31.35289955,type_8,category_2
customer_id_2047,30.14150047,31.35009956,type_8,category_2
customer_id_1857,30.09300041,31.28560066,type_8,category_2
customer_id_2151,30.06509972,31.26070023,type_8,category_2
customer_id_1853,30.12660027,31.23390007,type_8,category_2
customer_id_1867,30.15200043,31.39900017,type_8,category_2
customer_id_2153,30.10720062,31.37010002,type_8,category_2
customer_id_1849,30.15999985,31.24189949,type_8,category_2
customer_id_1848,30.18390083,31.3567009,type_8,category_2
customer_id_1847,30.08300018,31.22319984,type_8,category_2
customer_id_1842,30.13129997,31.22909927,type_8,category_2
customer_id_1834,30.04150009,31.00819969,type_8,category_2
customer_id_1779,30.10650063,31.2045002,type_8,category_2
customer_id_2164,30.03409958,31.25160027,type_8,category_2
customer_id_1851,30.46850014,31.18989944,type_8,category_2
customer_id_1942,30.09320068,31.30439949,type_8,category_2
customer_id_2142,30.04150009,31.27540016,type_8,category_2
customer_id_1870,30.15209961,31.40500069,type_8,category_2
customer_id_1935,30.0991993,31.32419968,type_8,category_2
customer_id_1858,30.11739922,31.32029915,type_8,category_2
customer_id_2148,30.08519936,31.24270058,type_8,category_2
customer_id_1863,30.0746994,31.15819931,type_8,category_2
customer_id_2145,30.06819916,31.24650002,type_8,category_2
customer_id_2046,30.15010071,31.40169907,type_8,category_2
customer_id_2076,30.09560013,31.32509995,type_8,category_2
customer_id_2045,29.98920059,31.28179932,type_8,category_2
customer_id_2044,30.03910065,31.24290085,type_8,category_2
customer_id_2039,30.04829979,31.3234005,type_8,category_2
customer_id_2004,29.99480057,31.24799919,type_8,category_2
customer_id_2036,30.0916996,31.24510002,type_8,category_2
customer_id_2027,30.03190041,31.19339943,type_8,category_2
customer_id_1740,30.03019905,31.20470047,type_8,category_2
customer_id_2024,30.06539917,31.26029968,type_8,category_2
customer_id_2014,29.96640015,31.2614994,type_8,category_2
customer_id_2009,30.04100037,31.25979996,type_8,category_2
customer_id_2006,30.00020027,31.13960075,type_8,category_2
customer_id_2005,30.04430008,31.3260994,type_8,category_2
customer_id_2035,30.03849983,31.24259949,type_8,category_2
customer_id_1307,30.03750038,31.20890045,type_8,category_2
customer_id_2115,30.06430054,31.27339935,type_8,category_2
customer_id_1938,30.11700058,31.1371994,type_8,category_2
customer_id_2084,30.01799965,31.23530006,type_8,category_2
customer_id_2266,30.06999969,31.28000069,type_8,category_2
customer_id_2276,30.06690025,31.27109909,type_8,category_2
customer_id_1321,30.17020035,31.09950066,type_8,category_2
customer_id_341,29.99740028,31.13050079,type_8,category_2
customer_id_345,29.99080086,31.17440033,type_8,category_2
customer_id_2604,30.06719971,31.27090073,type_8,category_2
customer_id_2602,30.01309967,31.33480072,type_8,category_2
customer_id_2616,29.98069954,31.24230003,type_8,category_2
customer_id_632,30.04450035,31.32589912,type_8,category_2
customer_id_2426,30.09560013,31.32570076,type_8,category_2
customer_id_932,29.98830032,31.28520012,type_8,category_2
customer_id_1558,29.96710014,30.93619919,type_8,category_2
customer_id_1557,29.96479988,30.94079971,type_8,category_2
customer_id_1555,30.07460022,31.16519928,type_8,category_2
customer_id_2209,30.07150078,31.25839996,type_8,category_2
customer_id_1543,30.08209991,31.18359947,type_8,category_2
customer_id_1536,30.44519997,31.1942997,type_8,category_2
customer_id_1532,29.96450043,30.95149994,type_8,category_2
customer_id_2214,30.15089989,31.40329933,type_8,category_2
customer_id_1529,30.06640053,31.19330025,type_8,category_2
customer_id_2607,30.00239944,31.33530045,type_8,category_2
customer_id_233,30.0387001,31.19459915,type_8,category_2
customer_id_234,30.02980042,31.11540031,type_8,category_2
customer_id_412,29.95140076,30.93250084,type_8,category_2
customer_id_329,29.98699951,31.20560074,type_8,category_2
customer_id_2626,30.10029984,31.27389908,type_8,category_2
customer_id_535,30.4822998,31.1833992,type_8,category_2
customer_id_2736,30.07360077,31.23769951,type_8,category_2
customer_id_415,29.93260002,30.91670036,type_8,category_2
customer_id_2623,30.09469986,31.3227005,type_8,category_2
customer_id_542,30.4557991,31.20709991,type_8,category_2
customer_id_545,30.5454998,31.26889992,type_8,category_2
customer_id_2217,30.10250092,31.25469971,type_8,category_2
customer_id_551,30.46829987,31.1928997,type_8,category_2
customer_id_560,30.5333004,31.24259949,type_8,category_2
customer_id_335,29.99650002,31.1406002,type_8,category_2
customer_id_2628,30.1072998,31.32119942,type_8,category_2
customer_id_2617,30.15390015,31.39749908,type_8,category_2
customer_id_2615,30.00709915,31.32929993,type_8,category_2
customer_id_2613,30.07349968,31.24200058,type_8,category_2
customer_id_238,30.01169968,31.16399956,type_8,category_2
customer_id_2611,30.04310036,31.32780075,type_8,category_2
customer_id_552,30.47509956,31.18390083,type_8,category_2
customer_id_1931,30.04459953,31.37369919,type_8,category_2
customer_id_2218,30.07299995,31.24790001,type_8,category_2
customer_id_1514,30.03050041,31.11840057,type_8,category_2
customer_id_2225,30.04490089,31.32489967,type_8,category_2
customer_id_2226,30.03800011,31.33580017,type_8,category_2
customer_id_1499,29.98200035,31.15410042,type_8,category_2
customer_id_2254,30.15270042,31.3980999,type_8,category_2
customer_id_1427,30.06629944,31.19370079,type_8,category_2
customer_id_1425,29.94720078,30.91489983,type_8,category_2
customer_id_1414,30.00289917,31.17160034,type_8,category_2
customer_id_2779,29.98769951,31.28619957,type_8,category_2
customer_id_2261,30.02350044,31.23159981,type_8,category_2
customer_id_2263,29.98920059,31.28420067,type_8,category_2
customer_id_1429,30.00209999,31.16600037,type_8,category_2
customer_id_1374,30.25090027,31.35860062,type_8,category_2
customer_id_2267,30.07900047,31.25889969,type_8,category_2
customer_id_1366,30.08309937,31.22310066,type_8,category_2
customer_id_2269,30.00690079,31.33270073,type_8,category_2
customer_id_2271,30.02370071,31.23139954,type_8,category_2
customer_id_1331,30.0510006,31.18540001,type_8,category_2
customer_id_2189,29.98730087,31.28700066,type_8,category_2
customer_id_1598,30.04050064,31.17989922,type_8,category_2
customer_id_1603,30.30170059,31.15430069,type_8,category_2
customer_id_1613,30.06649971,31.19400024,type_8,category_2
customer_id_1513,30.00149918,31.21450043,type_8,category_2
customer_id_1509,30.04829979,31.19009972,type_8,category_2
customer_id_1562,30.1814003,31.22220039,type_8,category_2
customer_id_1571,30.13660049,31.2656002,type_8,category_2
customer_id_1596,30.03249931,31.19589996,type_8,category_2
customer_id_1597,30.03499985,31.18309975,type_8,category_2
customer_id_1723,29.92169952,31.23999977,type_8,category_2
customer_id_1715,30.04739952,31.1882,type_8,category_2
customer_id_2220,30.0510006,31.33160019,type_8,category_2
customer_id_1714,29.96279907,30.95140076,type_8,category_2
customer_id_1686,30.04470062,31.12689972,type_8,category_2
customer_id_2183,30.09469986,31.3227005,type_8,category_2
customer_id_1658,30.08419991,31.21039963,type_8,category_2
customer_id_1500,30.00219917,31.13769913,type_8,category_2
customer_id_2187,30.12870026,31.27050018,type_8,category_2
customer_id_1643,30.08180046,31.21030045,type_8,category_2
customer_id_1622,30.18059921,31.10910034,type_8,category_2
customer_id_1614,30.07099915,31.20179939,type_8,category_2
customer_id_1713,30.06809998,31.20949936,type_8,category_2
customer_id_2120,30.00720024,31.33200073,type_8,category_2
customer_id_1926,30.0618,31.29560089,type_8,category_2
customer_id_2122,30.12290001,31.30089951,type_8,category_2
customer_id_1226,30.01639938,31.22520065,type_8,category_2
customer_id_1213,29.98629951,31.28759956,type_8,category_2
customer_id_2302,30.10960007,31.32040024,type_8,category_2
customer_id_2300,30.04490089,31.3260994,type_8,category_2
customer_id_1293,30.04339981,31.32620049,type_8,category_2
customer_id_1275,30.02190018,31.22610092,type_8,category_2
customer_id_1269,30.14719963,31.40250015,type_8,category_2
customer_id_1260,30.04389954,31.37030029,type_8,category_2
customer_id_1258,29.98839951,31.28339958,type_8,category_2
customer_id_1257,30.04310036,31.32600021,type_8,category_2
customer_id_1256,30.15159988,31.40390015,type_8,category_2
customer_id_1241,30.0442009,31.32780075,type_8,category_2
customer_id_1254,30.06209946,31.25489998,type_8,category_2
customer_id_1251,30.08230019,31.26390076,type_8,category_2
customer_id_2292,29.97669983,31.24530029,type_8,category_2
customer_id_2293,29.97879982,31.2439003,type_8,category_2
customer_id_1246,30.12630081,31.34980011,type_8,category_2
customer_id_1216,29.98530006,31.28339958,type_8,category_2
customer_id_2321,30.13979912,31.39310074,type_8,category_2
customer_id_2320,30.14870071,31.40089989,type_8,category_2
customer_id_2319,30.14100075,31.32740021,type_8,category_2
customer_id_2435,30.01129913,31.2621994,type_8,category_2
customer_id_2437,30.1711998,31.44799995,type_8,category_2
customer_id_2430,30.15379906,31.4034996,type_8,category_2
customer_id_931,30.03249931,31.26000023,type_8,category_2
customer_id_1122,30.03120041,31.25769997,type_8,category_2
customer_id_2370,30.14730072,31.36490059,type_8,category_2
customer_id_1233,30.08989906,31.30489922,type_8,category_2
customer_id_2306,29.97979927,31.24300003,type_8,category_2
customer_id_2295,29.83769989,31.33279991,type_8,category_2
customer_id_2307,30.15130043,31.40130043,type_8,category_2
customer_id_1231,30.03809929,31.24469948,type_8,category_2
customer_id_1229,29.63710022,31.3029995,type_8,category_2
customer_id_1228,30.15309906,31.39959908,type_8,category_2
customer_id_1234,30.09560013,31.28840065,type_8,category_2
customer_id_1227,30.15089989,31.4034996,type_8,category_2
customer_id_2314,29.83460045,31.34070015,type_8,category_2
customer_id_1224,30.09539986,31.30419922,type_8,category_2
customer_id_1219,30.0048008,31.22649956,type_8,category_2
customer_id_1232,30.15579987,31.40040016,type_8,category_2
customer_id_2434,29.98959923,31.28179932,type_8,category_2
customer_id_2296,30.05649948,31.24539948,type_8,category_2
customer_id_1252,30.14640045,31.39940071,type_8,category_2
customer_id_2346,30.07710075,31.2560997,type_8,category_2
customer_id_2328,30.00880051,31.30310059,type_8,category_2
customer_id_1201,30.12350082,31.32819939,type_8,category_2
customer_id_2330,30.09519958,31.26910019,type_8,category_2
customer_id_2331,30.04400063,31.36700058,type_8,category_2
customer_id_2332,29.98760033,31.2852993,type_8,category_2
customer_id_2334,30.0571003,31.35810089,type_8,category_2
customer_id_1194,30.03800011,31.25970078,type_8,category_2
customer_id_1174,30.14699936,31.40019989,type_8,category_2
customer_id_1192,30.10210037,31.29089928,type_8,category_2
customer_id_2338,30.03179932,31.25889969,type_8,category_2
customer_id_1190,30.11249924,31.33160019,type_8,category_2
customer_id_1188,30.0196991,31.23049927,type_8,category_2
customer_id_1183,30.15110016,31.39940071,type_8,category_2
customer_id_1181,30.15089989,31.40200043,type_8,category_2
customer_id_2343,30.12800026,31.33410072,type_8,category_2
customer_id_1179,30.03840065,31.24300003,type_8,category_2
customer_id_1173,30.1480999,31.40189934,type_8,category_2
customer_id_1207,30.12619972,31.34970093,type_8,category_2
customer_id_2360,30.07439995,31.24790001,type_8,category_2
customer_id_2369,29.98320007,31.28429985,type_8,category_2
customer_id_1125,30.14780045,31.40259933,type_8,category_2
customer_id_1210,30.06690025,31.27099991,type_8,category_2
customer_id_1203,30.13170052,31.35619926,type_8,category_2
customer_id_2351,30.09280014,31.28109932,type_8,category_2
customer_id_1168,30.14859962,31.40040016,type_8,category_2
customer_id_2353,30.13610077,31.38120079,type_8,category_2
customer_id_1165,29.98570061,31.2840004,type_8,category_2
customer_id_1164,30.05340004,31.28910065,type_8,category_2
customer_id_2299,30.14800072,31.40049934,type_8,category_2
customer_id_1156,30.15209961,31.40410042,type_8,category_2
customer_id_2350,29.85199928,31.33429909,type_8,category_2
customer_id_1152,30.09420013,31.32159996,type_8,category_2
customer_id_1148,29.98730087,31.2866993,type_8,category_2
customer_id_1140,30.14189911,31.39920044,type_8,category_2
customer_id_2363,30.12240028,31.3010006,type_8,category_2
customer_id_1134,30.06529999,31.27230072,type_8,category_2
customer_id_1133,30.06819916,31.27059937,type_8,category_2
customer_id_1131,30.14609909,31.39920044,type_8,category_2
customer_id_2358,29.90469933,31.28840065,type_8,category_2
customer_id_533,30.45299911,31.18540001,type_8,category_2
customer_id_994,30.0970993,31.3125,type_8,category_2
customer_id_995,30.01300049,31.22579956,type_8,category_2
customer_id_2396,30.10339928,31.32089996,type_8,category_2
customer_id_1056,30.12730026,31.32049942,type_8,category_2
